date,symbol,currassets,totassets,cogs,longtdebt,depamort,ebit,ebitda,currliab,totliab,netincome,rev,tax,roe,tat,de,pm
20130630,LYTS,102.913,169.179,213.183,0,7.197,2.146,9.343,26.21,27.489,-0.123,280.79,0.738,-0.000868092,1.6597213602,0.1940080457,-0.00043805
20130731,LTXC,185.095,247.601,64.761,0,8.044,-11.09,-3.046,37.702,49.104,-12.127,151.982,-0.275,-0.061094122,0.6138181994,0.2473790536,-0.079792344
20130430,LZB,500.88,720.371,881.731,7.576,23.14,70.342,93.482,150.163,228.403,46.389,1332.525,23.528,0.0942927182,1.8497760182,0.4642639359,0.0348128553
20130930,LG,475.88,3125.386,854.842,912.712,48.283,113.894,162.177,353.178,2079.104,52.758,1017.019,17.578,0.0504242642,0.3254058859,1.9871353994,0.051875137
20130630,LRCX,3793.829,7250.315,1862.657,789.256,304.116,273.338,577.454,1404.475,2761.443,113.879,3598.916,-47.221,0.0253691796,0.49638064,0.6151752601,0.0316425835
20130630,LANC,326.058,619.964,879.882,0,18.918,161.906,180.824,77.177,118.742,109.249,1165.909,52.734,0.2179652928,1.8806075837,0.2369050042,0.0937028533
20130331,LM,1942.862,7269.66,2223.921,1302.351,87.848,356.667,444.515,702.466,2430.3,-353.327,2668.436,-150.859,-0.073011101,0.3670647596,0.5021945051,-0.132409771
20130531,LCAR,0.26,0.26,0.424,0,0,-0.297,-0.297,0.63,0.63,-0.257,0.403,0,0.6945945946,1.55,-1.702702703,-0.637717122
20130131,LB,2205,6019,5641,4477,389,1710,2099,1538,7033,753,10459,528,-0.74260355,1.7376640638,-6.935897436,0.0719954107
20130131,LOW,9784,32666,33194,9030,1523,3560,5083,7708,18809,1959,50521,1178,0.1413725915,1.5465927876,1.3573645089,0.0387759546
20130831,LUB,15.277,250.305,334.092,19.2,18.533,4.84,23.373,45.273,72.787,3.285,390.35,1.839,0.0185051657,1.5594974132,0.4100260255,0.0084155245
20130630,MPET,35.298,82.272,7.037,0,2.424,-21.65,-19.226,5.824,16.33,-19.767,7.07,-1.266,-0.299763428,0.0859344613,0.2476418671,-2.795898161
20130331,MKTAY,3433.252,4683.241,1989.348,0.085,80.098,481.798,561.896,598.184,686.512,330.034,3288.339,154.068,0.0825760265,0.7021502844,0.1717684637,0.1003649563
20130531,MCS,36.137,746.696,270.48,259.821,33.803,43.016,76.819,91.208,430,17.506,412.836,11.35,0.0552769849,0.5528836367,1.3577689646,0.0424042477
20130630,MARPS,1.096,1.096,0,0,0,2.456,2.456,0,0,2.722,2.73,0,2.4835766423,2.4908759124,0,0.9970695971
20130630,CCUR,43.796,48.469,23.445,0,3.162,2.654,5.816,16.054,22.684,4.248,63.444,0.369,0.1647469459,1.3089603664,0.8797362808,0.0669566862
20130228,MASC,86.264,127.106,87.823,0,4.67,8.49,13.16,19.454,32.17,8.994,121.007,3.615,0.0947375074,0.9520164272,0.3388598635,0.0743262786
20130331,PCRFY,26487.712,57325.956,53960.631,7042.173,3599.777,1709.176,5308.953,27603.643,43474.289,-8010.302,77559.951,4085.312,-0.578291551,1.3529639349,3.1385600737,-0.103278843
20130731,MAYS,3.605,56.694,8.821,6.421,1.637,1.85,3.487,2.525,13.27,0.664,15.892,0.518,0.0152910833,0.2803118496,0.305591378,0.0417820287
20130331,MCK,23170,34786,115144,4521,361,2345,2706,21357,27716,1338,122455,581,0.1892503536,3.5202380268,3.9202263083,0.0109264628
20130731,MCRAA,51.894,64.909,66.853,0,0.686,11.527,12.213,7.443,8.842,7.498,97.071,4.231,0.1337328553,1.4954936912,0.1577041754,0.0772424308
20130331,MDCI,92.338,206.899,361.539,64.805,7.685,8.092,15.777,40.175,111.99,-54.856,441.593,-19.599,-0.577985228,2.1343409103,1.1799723946,-0.124222984
20130430,MDT,17793,34841,3628,9741,819,4888,5707,3891,16170,3467,16590,784,0.1856890365,0.4761631411,0.8660489529,0.208981314
20130131,MENT,704.952,1745.284,148.584,218.546,47.021,166.183,213.204,411.825,699.107,138.736,1088.727,2.701,0.1326123591,0.6238107953,0.6682492542,0.1274295576
20130630,MDP,407.692,2140.059,561.058,300,45.35,220.472,265.822,456.671,1285.763,123.65,1471.34,73.754,0.14473906,0.687523101,1.5050556247,0.0840390392
20130331,MLAB,19.455,65.919,14.203,4,3.432,13.63,17.062,4.662,13.166,8.45,46.435,4.528,0.1601804637,0.7044251278,0.249578223,0.1819748035
20130131,MSB,7.441,7.646,0,0,0,30.653,30.653,6.464,6.464,30.655,31.561,0,25.934856176,4.127779231,5.4686971235,0.9712936852
20130131,MPR,73.143,116.255,70.133,2.27,2.022,12.573,14.595,13.473,27.573,8.045,109.942,3.821,0.0907173947,0.9456969593,0.3109199161,0.0731749468
20130430,MEI,258.654,434.939,410.088,43.5,18.806,23.504,42.31,90.471,145.355,40.738,519.836,-2.493,0.1406776617,1.1951928891,0.5019441682,0.0783670234
20130630,EVI,10.789,11.052,27.936,0,0.058,2.571,2.629,5.369,5.369,1.607,36.227,0.979,0.2827731832,3.2778682591,0.9447474925,0.0443591796
20130331,MXC,0.741,17.935,1.082,2.95,1.139,-0.154,0.985,0.432,4.998,-0.176,3.096,-0.032,-0.013604391,0.1726233621,0.3863337714,-0.056847545
20130131,0143A,1047,1541,2535,2891,97,623,720,824,3800,214,4408,124,-0.094732182,2.8604802077,-1.682160248,0.0485480944
20130630,MCRS,984.238,1589.038,598.985,0.094,27.781,230.558,258.339,418.585,470.768,171.418,1268.085,61.958,0.1532885618,0.7980205634,0.4209788334,0.1351786355
20130831,MU,8911,19118,5462,4452,1804,364,2168,4125,9112,1190,9073,8,0.1189286428,0.4745789309,0.9106536078,0.131158382
20130930,MSCC,622.63,1912.655,389.925,678.873,113.65,101.227,214.877,133.232,880.597,43.674,975.944,12.389,0.0423173891,0.5102561622,0.853243713,0.0447505185
20130531,MLHR,399.3,946.5,1130.5,250,34.4,144,178.4,290,627,68.2,1774.9,28.9,0.213458529,1.8752245114,1.9624413146,0.0384247
20130331,MITSY,49187.882,109649.331,41661.937,33824.946,2105.798,2703.94,4809.738,32342.077,73114.666,3270.242,52162.372,1681.701,0.0895106606,0.4757199294,2.0012409037,0.0626935063
20130331,MOD,399,818.8,1111.6,132.5,55.8,40.3,96.1,280.1,550.5,-24.2,1376,9.8,-0.09019754,1.6805080606,2.051807678,-0.017587209
20130630,MOLX,2043.884,3586.854,2322.448,310,234.885,367.632,602.517,659.034,1063.691,243.623,3620.447,104.852,0.0965546023,1.0093655889,0.4215704653,0.0672908622
20130930,MOG.A,1647.375,3237.095,1720.424,600.687,106.137,252.462,358.599,723.23,1701.33,120.497,2610.311,44.509,0.0784605718,0.8063745426,1.1078062073,0.0461619324
20130531,RT,121.164,1043.183,1016.918,290.515,62.409,18.722,81.131,105.632,526.348,-39.413,1251.487,1.5,-0.07625838,1.1996811681,1.0184062612,-0.031492936
20130228,MRFD,6.049,50.5,75.28,29.417,2.836,3.809,6.645,8.279,51.683,-0.138,86.866,0.375,0.1166525782,1.7201188119,-43.68808115,-0.001588654
20130531,3BMRA,5.253,6.395,3.828,0,0.217,0.514,0.731,0.56,0.56,0.537,6.473,-0.013,0.0920308483,1.0121970289,0.0959725793,0.0829599876
20130630,NSSC,41.836,63.903,47.702,14.8,1.96,3.796,5.756,8.615,23.568,3.021,71.386,0.187,0.0748977315,1.1170993537,0.5843064336,0.0423192223
20130331,NATH,40.988,49.662,47.574,0,0.94,12.118,13.058,13.463,15.514,7.468,71.069,4.671,0.218695092,1.4310539245,0.4543165046,0.1050809776
20130930,NFG,448.677,6218.347,984.953,1649,326.76,517.838,844.598,302.171,4023.618,260.001,1829.551,172.332,0.1184661067,0.2942182223,1.8333097161,0.1421119171
20130131,NTSC,62.499,164.629,125.894,48.379,9.945,13.005,22.95,29.161,96.177,4.444,184.547,4.827,0.0649214048,1.1209871894,1.405028341,0.0240805865
20130930,NJR,745.898,3004.783,2991.527,512.886,47.31,159.231,206.541,851.833,2117.399,114.809,3198.068,35.575,0.1293791639,1.0643257766,2.3861135653,0.0358994868
20130531,NKE,13626,17584,13861,1268,432,3254,3686,3926,6428,2485,25313,808,0.2227500896,1.4395473157,0.5761921836,0.0981709003
20130331,NTT,49588.87,208726.519,48536.343,34737.521,20170.401,13155.533,33325.934,37164.284,95869.414,5565.75,113644.223,5110.759,0.0493167887,0.5444647069,0.8494761052,0.0489752128
20130131,JWN,5081,8089,7003,3124,429,1345,1774,2226,6176,735,12148,450,0.3842132776,1.5017925578,3.2284370099,0.0605037866
20130131,MOV,434.099,526.362,217.096,0,10.5,57.246,67.746,73.486,100.67,57.083,510.378,-8.812,0.1340946036,0.9696330662,0.2364855341,0.1118445544
20130331,BVII,6.603,9.211,14.057,0,0.698,-5.092,-4.394,3.589,4.313,-5.094,14.592,0,-1.040016333,1.5841928129,0.8805634953,-0.349095395
20130331,ITI,42.109,69.511,37.526,0,1.545,1.453,2.998,12.722,13.63,2.379,61.685,0.716,0.0425726097,0.8874135029,0.2439111684,0.0385669125
20130331,BRS,675.758,2950.692,1056.576,764.946,96.284,192.224,288.508,239.825,1339.735,130.102,1508.473,35.002,0.0807606907,0.511226858,0.8316392058,0.0862474834
20130731,ODC,103.372,183.559,175.138,22.4,8.946,18.941,27.887,31.447,80.621,14.586,250.583,2.913,0.1416969438,1.3651360053,0.7831995959,0.0582082583
20130131,OXM,222.39,556.07,360.675,108.552,26.335,75.256,101.591,124.266,326.225,31.317,871.978,19.572,0.136252692,1.5681083317,1.4193260676,0.0359148969
20130430,UWN,9.92,46.524,40.436,12.93,2.127,3.387,5.514,5.466,18.817,0.037,65.924,0.56,0.0013354026,1.4169890809,0.679142455,0.0005612524
20130731,PLL,2050.029,3472.839,1169.776,467.319,106.284,467.429,573.713,729.071,1657.883,574.935,2648.063,81.664,0.3167762745,0.7625066984,0.9134563042,0.2171153028
20130228,PKE,320.674,369.658,121.597,52,4.269,23.955,28.224,16.678,69.736,16.961,176.416,3.924,0.05655137,0.4772411256,0.2325137869,0.0961420733
20130630,PH,5531.186,12540.898,9746.083,1495.96,332.238,1386.29,1718.528,3520.203,6799.417,948.427,13015.704,362.217,0.1651885637,1.0378606062,1.1842618655,0.0728678987
20130531,PAYX,4832.6,6163.7,573.1,0,98.2,904.8,1003,4268.2,4390,569,2326.2,342.4,0.3207983312,0.3774031832,2.4750521509,0.2446049351
20130630,PMFG,108.473,180.111,86.192,8.719,2.726,4.543,7.269,33.471,48.225,-2.08,133.892,1.471,-0.015771196,0.7433860231,0.3656567035,-0.015534909
20130131,JCP,3683,9781,8919,2956,543,-1336,-793,2583,6610,-985,12985,-551,-0.310627562,1.3275738677,2.0845159256,-0.075856758
20130131,PBY,813.637,1603.949,1520.425,198,78.805,28.084,106.889,687.132,1066.377,12.81,2090.73,9.345,0.0238293661,1.303489076,1.9836914869,0.0061270465
20130131,PVH,2437.006,7781.549,2658.443,2211.642,135.326,718.019,853.345,1162.447,4528.98,433.84,6042.999,109.272,0.133383796,0.7765804726,1.392431644,0.0717921681
20130228,PIR,658.934,857.215,961.826,9.5,30.988,198.986,229.974,248.127,320.084,129.444,1704.885,71.556,0.24099149,1.9888651039,0.5959142183,0.0759253557
20130331,SENEA,611.466,803.149,1112.137,230.016,22.848,72.46,95.308,164.567,435.983,41.413,1276.297,22.035,0.1127909447,1.5891160918,1.1874274851,0.0324477767
20130331,AGYS,145.761,196.964,145.17,0.381,6.856,2.169,9.025,73.64,83.108,-1.298,236.14,-0.284,-0.011400365,1.1988992912,0.7299395728,-0.005496739
20130331,PLT,566.49,764.605,343.01,0,14.341,142.057,156.398,103.486,118.158,106.402,762.226,32.023,0.1645950867,0.9968885895,0.1827806456,0.1395937688
20130131,POLXF,2.246,5.553,4.634,0.512,0.17,-0.342,-0.172,2.135,2.647,-0.423,5.193,-0.001,-0.145560908,0.9351701783,0.9108740537,-0.081455806
20130331,PCP,5080.2,16896,5467,3603.2,213.3,2171.6,2384.9,1711.6,7091.6,1426.6,8377.8,695.6,0.1455060993,0.4958451705,0.7233079026,0.1702833679
20130630,PG,23990,139263,39090,19111,2982,16029,19011,30037,70554,11312,84167,3441,0.164636365,0.604374457,1.0268523774,0.1343994677
20130831,PCYO,9.9,108.618,0.302,3.211,0.311,-1.09,-0.779,5.402,69.653,-4.15,1.857,0,-0.106505839,0.0170966138,1.7875785962,-2.234787291
20130131,AGX,204.108,234.724,226.135,0,0.765,37.385,38.15,115.546,115.556,23.265,278.635,13.64,0.1952285849,1.1870750328,0.9696898496,0.0834963303
20130331,QSII,297.326,443.055,170.986,0,23.525,89.6,113.125,127.029,136.006,42.724,460.229,26.19,0.1391439151,1.0387626818,0.4429455885,0.0928320467
20130331,QTM,271.727,371.14,330.733,205,25.712,-32.529,-6.817,201.517,452.722,-52.419,587.572,1.161,0.6425314408,1.5831546047,-5.549287833,-0.089212896
20130531,RPM,1886.272,4115.526,2286.113,1369.176,83.415,417.401,500.816,928.03,2760.593,98.603,4081.533,67.04,0.0727733401,0.9917403025,2.0374387516,0.0241583248
20130131,RAVN,156.748,273.21,265.404,0,13.098,77.184,90.282,33.061,51.763,52.545,406.175,25.091,0.2372802522,1.4866769152,0.2337489332,0.1293654213
20130131,IHT,1.344,26.282,9.285,18.909,1.754,-0.123,1.631,4.147,23.056,-1.006,14.978,0,-0.31184129,0.5698957461,7.1469311841,-0.067165176
20130630,RGS,488.546,1390.492,1675.335,1.255,89.89,35.066,124.956,376.812,533.078,29.194,2018.713,-10.024,0.0340488959,1.4517976371,0.6217276602,0.0144616892
20130131,RTMAF,301.374,594.555,372.135,7.003,53.047,30.842,83.889,86.914,139.537,26.619,1000.513,8.517,0.0585009824,1.6827930133,0.3066625936,0.0266053515
20130531,RELL,202.959,217.318,98.464,0,1.057,0.009,1.066,24.066,32.079,1.248,141.066,0.16,0.0067372422,0.6491224841,0.173176275,0.0088469227
20130331,RICOY,11960.694,25071.124,11363.541,5059.271,912.33,826.954,1739.284,7438.052,14889.964,344.807,20438.583,221.304,0.0338671625,0.8152240402,1.4625017189,0.0168703965
20130430,RSKIA,32.104,33.091,4.915,0,0.174,2.698,2.872,1.144,1.277,3.788,10.51,0.16,0.1190670774,0.3176090176,0.0401395612,0.3604186489
20130228,RAD,4409.047,7078.719,17659.876,5996.22,414.111,765.658,1179.769,2578.27,9538.153,118.105,25392.263,-110.6,-0.048021211,3.5871268516,-3.878190267,0.0046512199
20130930,ROK,3679.9,5844.6,3632.9,905.1,145.2,1036.1,1181.3,1544.7,3259.1,756.3,6351.9,224.6,0.2925159544,1.08679807,1.2605298782,0.1190667359
20130131,ROST,2031.427,3670.561,6825.937,150,185.491,1271.751,1457.242,1422.582,1903.698,786.763,9721.065,478.081,0.4452880614,2.648386718,1.0774451669,0.0809338277
20130630,RGLD,744.497,2905.341,9.01,302.263,85.02,171.504,256.524,35.085,534.705,69.153,289.224,63.759,0.0291706529,0.0995490719,0.2255533958,0.2390984151
20130930,HTSI,606.03,2013.237,3143.805,208.691,149.098,201.748,350.846,452.329,884.365,107.892,4709.866,69.206,0.0955750519,2.3394493544,0.7834059132,0.0229076581
20130630,HSH,1106,2434,2584,932,163,363,526,671,1950,252,3920,72,0.520661157,1.6105176664,4.0289256198,0.0642857143
20130531,SCHL,721.2,1441,829.6,57.5,66.5,85.3,151.8,421.7,576.6,31.1,1792.4,17.6,0.0359787136,1.2438584316,0.6670522906,0.0173510377
20130831,SHLM,747.685,1238.342,1815.221,207.435,39.224,82.853,122.077,372.034,723.598,26.099,2133.402,19.733,0.0507028737,1.7227890195,1.4057434375,0.0122335125
20130630,SCND,4.503,6.153,3.996,0.027,0.179,0.508,0.687,0.678,0.756,0.396,7.135,0.125,0.0733740967,1.1595969446,0.140077821,0.0555010512
20130331,MNDL,3.992,12.485,1.968,1.252,0.643,-11.261,-10.618,9.655,11.748,-14.161,6.025,0.09,-19.21438263,0.4825790949,15.940298507,-2.350373444
20130131,SMTC,405.993,1171.013,205.662,282.286,47.159,81.037,128.196,157.682,476.187,41.939,578.827,-41.69,0.0603589964,0.4942959643,0.6853327308,0.072455155
20130630,SYMM,177.15,230.928,110.583,0,6.5,2.911,9.411,35.548,41.146,-2.705,210.99,-2.196,-0.014253196,0.913661401,0.2168066518,-0.012820513
20130531,SKY,41.637,67.927,164.109,0,2.002,-12.218,-10.216,14.207,22.276,-10.513,177.574,0,-0.230290684,2.6141887615,0.4879630238,-0.059203487
20130430,SFD,3551.8,7716.4,11658.6,1829.2,238.4,508.7,747.1,1746.2,4606,183.8,13221.1,46.1,0.0590920782,1.7133767042,1.4808384774,0.0139020203
20130430,SJM,1595.2,9031.8,3714.9,1967.8,240.3,968.4,1208.7,596.8,3883,544.2,5897.7,273.1,0.1056945308,0.6529927589,0.7541563083,0.0922732591
20130531,SOFT,2.482,7.714,1.267,2.739,0.108,0.71,0.818,2.929,5.727,0.36,6.358,0.015,0.1811776548,0.8242157117,2.8822345244,0.0566215791
20130228,SODI,11.752,12.38,6.292,0,0.293,0.555,0.848,1.584,1.584,0.824,8.424,0.011,0.0763245647,0.6804523425,0.1467210078,0.0978157645
20130331,SNE,38726.986,150873.959,68622.122,9966.313,2888.881,417.831,3306.712,45827.198,122367.427,457.031,71928.834,1502.814,0.0160325009,0.4767478396,4.2926100937,0.0063539331
20130930,SPAN,20.705,36.377,48.986,0,1.285,7.294,8.579,5.534,6.263,5.067,73.834,2.218,0.1682606097,2.0296890893,0.2079763565,0.0686269198
20130630,SPA,107.085,166.2,217.227,11.403,4.761,16.676,21.437,56.091,70.452,13.638,266.015,2.763,0.1424363955,1.6005716005,0.735806492,0.0512677857
20130630,SXI,258.301,510.573,458.068,50.072,15.547,68.575,84.122,118.473,219.585,44.848,701.26,15.91,0.1541231941,1.3734764666,0.7546187472,0.0639534552
20130630,SCX,133.948,230.794,162.31,24.252,9.675,-1.278,8.397,23.945,104.052,-0.162,243.797,0.958,-0.001278187,1.0563402861,0.8209748939,-0.000664487
20130228,SVU,2970,11034,14803,2815,364,-125,239,4350,12449,-1466,17097,-163,1.0360424028,1.5494834149,-8.797879859,-0.085746037
20130331,SUPX,172.198,196.778,29.862,0,1.301,2.724,4.025,19.2,23.425,4.247,61,0.507,0.0244991434,0.3099940034,0.1351288988,0.0696229508
20130630,SYY,6207.427,12663.947,36038.042,2639.986,505.6,1688.111,2193.711,3749.282,7472.137,992.427,44411.233,555.028,0.1911524112,3.5069029427,1.4392161886,0.0223463059
20130331,TTDKY,6485.004,12421.856,6352.389,1035.27,827.719,255.225,1082.944,4013.753,6255.586,12.691,9043.915,152.166,0.0020581324,0.7280647111,1.0144846074,0.001403264
20130630,TRR,185.35,307.764,389.659,1.357,6.903,13.808,20.711,123.713,200.867,36.275,441.517,-17.986,0.3393453511,1.4345959891,1.8790705071,0.0821599168
20130531,TSRI,13.406,13.619,37.537,0,0.012,-0.716,-0.704,4.69,4.69,-0.52,44.914,-0.214,-0.058237205,3.29789265,0.5252547878,-0.011577682
20130531,TAYD,17.344,25.619,15.401,0,0.564,3.467,4.031,3.555,3.953,2.548,24.73,0.912,0.1176036186,0.965299192,0.1824517677,0.1030327537
20130531,TISI,246.918,460.203,481.682,72.946,19.664,54.61,74.274,72.804,168.013,32.436,714.311,19.211,0.1110099593,1.5521650228,0.5750128341,0.0454087925
20130630,SSY,28.093,68.003,88.569,8.728,4.048,-0.306,3.742,22.246,34.26,4.488,108.225,-1.306,0.1330053641,1.5914739056,1.0153216964,0.0414691615
20130930,3015A,4906,46106,7823,23626,1680,1453,3133,4982,40459,271,10956,0,0.0479900832,0.2376263393,7.1646892155,0.0247353049
20130430,ETAH,0.189,0.19,0.006,0,0,-0.252,-0.252,0.768,0.768,-0.252,0.016,0,0.4359861592,0.0842105263,-1.328719723,-15.75
20130531,TXI,320.566,1635.825,569.938,657.935,59.865,-0.379,59.486,133.269,882.361,24.55,697.081,-13.766,0.032582844,0.4261342136,1.1710725396,0.0352182888
20130731,THO,830.704,1328.268,2806.089,0,24.41,220.535,244.945,361.672,435.654,152.862,3241.795,70.296,0.1712520754,2.4406181584,0.48806539,0.047153506
20130331,TDW,508.09,4168.055,721.634,1000,147.299,204.823,352.122,266.629,1606.299,150.75,1244.165,44.413,0.0588463538,0.2985001398,0.6270304432,0.121165601
20130430,TTLO,4.646,6.74,7.532,0.655,0.347,1.048,1.395,1.724,2.379,1.221,11.981,-0.218,0.2799816556,1.7775964392,0.5455170832,0.1019113597
20130331,TOSYY,33599.267,64854.843,44250.873,11028.547,2312.574,2063.678,4376.252,29138.955,49811.066,823.418,61600.266,635.376,0.0547347917,0.9498175179,3.3110744729,0.0133671176
20130131,1231B,3842,8921,8592,4990,407,503,910,2671,8387,19,13543,53,0.0355805243,1.5181033516,15.705992509,0.0014029388
20130331,TRNS,25.818,55.047,82.69,8.017,2.202,6.546,8.748,13.327,23.397,3.704,112.296,2.014,0.1170300158,2.04000218,0.7392417062,0.0329842559
20130331,BZC,48.696,73.413,45.751,0,1.392,8.19,9.582,14.662,30.341,4.076,79.956,3.794,0.0946322437,1.0891259041,0.7044251486,0.0509780379
20130630,TRT,16.578,36.044,22.929,2.841,2.49,-0.917,1.573,12.394,15.438,-1.019,31.77,-0.26,-0.049451616,0.8814227056,0.7491992624,-0.032074284
20130630,TWIN,188.472,285.458,194.419,23.472,10.838,12.126,22.964,63.503,141.896,3.882,285.282,4.986,0.0270405818,0.999383447,0.9883952578,0.0136075883
20130930,TYC,4067,12176,6339,1443,427,1163,1590,3231,7043,536,10647,125,0.1044223651,0.8744250986,1.3721020846,0.0503428196
20130930,TSN,5604,12177,31525,1895,491,1375,1866,3010,5944,778,34374,409,0.1248195091,2.8228627741,0.9536338842,0.0226333857
20130630,UFI,226.83,455.466,616.906,97.688,23.952,25.872,49.824,64.945,168.986,16.635,713.962,13.344,0.0580668808,1.5675418143,0.589870148,0.0232995594
20130831,UNF,561.374,1373.425,835.498,0.155,70.825,186.203,257.028,258.889,360.027,116.685,1355.515,70.924,0.1151423232,0.9869596083,0.355267131,0.0860816738
20130331,UVV,1745.973,2306.155,1955.874,181.25,43.408,227.122,270.53,622.597,1018.498,132.75,2461.699,66.366,0.1030942246,1.0674473312,0.7909699555,0.0539261705
20130331,UUU,10.299,26.41,11.002,0.025,0.04,-1.211,-1.171,0.728,0.753,-0.453,15.384,0.054,-0.017656,0.5825066263,0.0293487158,-0.029446178
20131031,VAL,1580.29,4025.509,2635.13,1037.392,88.159,531.099,619.258,1480.573,2902.959,289.255,4103.776,134.54,0.2576767182,1.0194427587,2.5860398201,0.070485085
20130430,VALU,16.673,84.341,30.168,0,1.552,4.12,5.672,27.394,51.356,6.619,35.84,3.887,0.2006669698,0.4249416061,1.5569501288,0.1846819196
20130930,VAR,2704.783,3468.474,1631.351,450,61.859,607.939,669.798,1160.579,1754.627,438.248,2942.897,173.835,0.2557101071,0.8484702495,1.0237944227,0.1489172064
20130228,VIDE,44.53,52.293,35.151,0.281,1.038,0.189,1.227,22.301,23.385,0.008,49.103,-0.151,0.00027674,0.9389975714,0.8089456206,0.0001629228
20130731,VLGEA,205.364,427.412,1078.696,42.738,20.354,43.631,63.985,111.065,182.852,25.784,1476.457,18.855,0.1054301603,3.4544116684,0.7476774616,0.0174634277
20130131,VIRC,36.962,82.163,102.927,0,4.377,-2.52,1.857,24.436,55.143,-3.83,158.856,-0.209,-0.141746854,1.933425021,2.0408216136,-0.024109886
20130831,WDFC,192.143,323.064,176.286,0,5.359,57.714,63.073,117.645,143.557,39.813,368.548,17.054,0.2217907937,1.1407894411,0.7997292585,0.1080266343
20130131,WMT,59940,203105,343987,41417,8501,26027,34528,71818,120848,16999,467231,7981,0.2066571842,2.3004406588,1.4691515616,0.0363824318
20130831,WAG,11874,35481,49815,4662,1283,3780,5063,8883,16027,2450,72217,1445,0.1259381104,2.0353710437,0.8238408554,0.03392553
20130930,WGL,820.011,4260.06,2195.614,524.067,103.284,167.24,270.524,950.077,2957.342,81.573,2466.138,52.292,0.0626175427,0.5788974803,2.2701321391,0.0330772244
20130831,WSCI,10.933,28.619,27.92,10.169,1.865,1.484,3.349,4.99,16.481,0.73,33.965,0.41,0.0601417037,1.1867989797,1.3578019443,0.0214927131
20130630,WDC,7598,14036,9755,1725,1233,2085,3318,3973,6143,980,15351,242,0.1241606487,1.0936876603,0.7782845559,0.0638394893
20130430,JW.A,634.971,2806.375,476.215,673,97.999,253.416,351.415,667.169,1818.019,144.225,1760.778,42.697,0.1459241407,0.627420783,1.8394374092,0.0819098149
20130630,WMS,501.7,1224.6,247.6,85,121.2,58.2,179.4,165.5,295.6,34.6,697.3,14.1,0.0372443488,0.5694104197,0.3181916039,0.0496199627
20130131,WSM,1316.772,2187.679,2315.941,3.753,134.453,416.098,550.551,657.127,878.541,256.73,4042.87,153.226,0.1961061401,1.8480179222,0.671083568,0.0635019182
20130831,WGO,223.85,309.145,713.77,0,4.764,44.426,49.19,70.354,138.416,31.953,803.165,13.141,0.1871562535,2.5980203464,0.8107351417,0.0397838551
20130930,WWD,957.113,2205.684,1330.717,450,74.233,242.03,316.263,413.096,1063.139,145.942,1935.976,53.629,0.1277341374,0.877721378,0.930500768,0.075384199
20130131,FL,2363,3367,4148,133,118,622,740,636,990,397,6182,210,0.1670172486,1.8360558361,0.4164913757,0.0642186995
20130531,WOR,866.883,1950.857,2149.132,406.236,66.469,138.319,204.788,448.914,1078.62,136.442,2612.244,64.465,0.1564276682,1.3390238239,1.2366134434,0.0522317211
20130731,ZLC,837.22,1187.255,903.602,410.05,33.77,32.927,66.697,409.684,1001.926,10.012,1888.016,1.924,0.0540228459,1.5902363014,5.4062019436,0.0053029212
20130131,TJX,5711.543,9511.855,18005.5,774.552,515.9,3106.526,3622.426,3760.596,5845.918,1906.687,25878.372,1170.664,0.5201090472,2.7206440805,1.5946586098,0.0736787847
20130630,ZIGO,163.633,218.22,78.078,0,5.626,12.113,17.739,26.635,32.336,7.851,149.395,2.889,0.0422360182,0.6846072771,0.1739579523,0.0525519596
20130630,FLUX,1.844,1.976,0.756,1.218,0.044,-5.264,-5.22,2.252,3.47,0.351,0.772,0,-0.234939759,0.3906882591,-2.322623829,0.4546632124
20130630,VGGL,5.312,16.775,8.461,24.782,3.771,-96.987,-93.216,24.238,54.153,-91.403,13.907,0.07,2.4453689336,0.8290312966,-1.448793408,-6.572445531
20130930,OSK,2553.4,4765.7,6405.7,890,121.9,537.5,659.4,1380.7,2657.9,318,7665.1,131.7,0.1508682038,1.6083891139,1.2609830155,0.0414867386
20130831,PENX,90.114,224.618,409.303,72.739,12.9,9.104,22.004,35.64,141.725,4.007,467.25,1.483,0.0483394255,2.0801983813,1.7097342357,0.0085757089
20130131,SEARF,1200.2,2479.1,2749.2,30.9,113.3,-82.9,30.4,784.9,1402.7,101.2,4300.7,13,0.094017094,1.7347827841,1.3031400966,0.0235310531
20130630,JKHY,447.885,1629.155,552.053,7.366,100.341,278.022,378.363,412.258,556.986,176.645,1129.386,83.205,0.1647548101,0.6932342226,0.5194945946,0.1564079951
20130630,CWNM,0.02,0.02,0,0.14,0,-0.107,-0.107,0.107,0.247,-0.109,0.007,0,0.4801762115,0.35,-1.088105727,-15.57142857
20130630,TUES,250.787,321.88,521.676,0,13.452,0.532,13.984,108.762,114.423,-56.376,838.314,-7.032,-0.27174788,2.6044302224,0.5515504418,-0.067249265
20130228,RMCF,14.544,23.834,24.408,0,0.935,5.233,6.168,5.563,6.445,1.478,36.315,1.233,0.084996262,1.5236636737,0.3706366094,0.0406994355
20130630,BYI,493.077,979.265,285.454,580,88.272,237.91,326.182,226.935,860.093,141.444,997.039,76.574,1.1868895378,1.0181503475,7.217240627,0.1418640595
